source;translation;type;module;status;customer
"Original currency value";"Негізгі ақша құны";S;;T;N
"System note";"Ескерім жүйесі";B;;T;N
"Country code";"Ел коды";S;;T;N
"Affiliate first name";"Атын қосу";S;;T;N
"Affiliate last name";"Тегін қосу";S;;T;N
"3rd party cookie";"cookie файлының үшінші тобы";B;;T;N
"1st party cookie";"cookie"" файлының бірінші тобы";B;;T;N
"Flash cookie";"cookie"" файлы флэші""";B;;T;N
"Forced parameter";"Араласқан параметр";B;;T;N
"IP address";"IP мекенжайы";B;;T;N
"Default affiliate";"Әдепкі қосу";B;;T;N
"URL";"URL";B;;N;N
"Note";"Ескерім";B;;T;N
"Status does not have allowed value";"Күйдің рұқсат етілген мәні жоқ";S;;T;N
"Selected username already exists";"Таңдалған қолданушы аты бар";S;;T;N
"Failed to change status for %s user(s)";"Қолданушы үшін күйді өзгерту орындалмады s ";S;;T;N
"Status successfully changed for %s user(s)";"Қолданушы үшін күй сәтті өзгертілді %s ";S;;T;N
"Password";"Құпия сөз";B;;T;N
"Title must be unique";"Тақырып бірегей болуы керек";S;affiliate;T;N
"Selected parent affiliate does not exist";"Таңдалған аталық қосу жоқ";S;;T;N
"Failed loading file %s with error: %s";"Файлды жүктеу орындалмады %s қате: %s";S;;T;N
"Merchant - New User Signup";"Сатушы - Жаңа қолданушы белгіленуі";B;merchant;T;N
"New user signed up";"Жаңа қолданушы белгіленді";B;merchant;T;N
"Email subject";"Электрондық пошта субъектісі";S;merchant;T;N
"Email text";"Электрондық пошта мәтіні";S;merchant;T;N
"Merchant - Affiliate filled Contact us form";"Сатушы - Қосу Бізбен байланыс пішімін толтырды";B;merchant;T;N
"Affiliate filled Contact us form";"Қосу Бізбен байланыс пішімін толтырды";B;merchant;T;N
"Merchant - New Sale / Lead";"Сауда-саттық - Жаңа сату / Тұтынушы";B;merchant;T;N
"New sale / lead";"Жаңа сату / Тұтынушы";B;;T;N
"Affiliate - New User Signup Before Approval";"қосу - Жаңа қолданушы белгіленуі мақұлданудан бұрын";B;;T;N
"Paid amount";"Төленген баға";S;;T;N
"Paid currency";"Төленген ақша";S;;T;N
"Payout method";"Төлем әдісі";B;;T;N
"Affiliate - On payout";"қосу - төлемде";B;;T;N
"Your commissions";"Сіздің комиссияларыңыз";B;;T;N
"Affiliate - New Subaffiliate Sale / Lead";"Қосу - Жаңа бағыныңқы қосу сатуы / тұтынушы";B;affiliate;T;N
"New subaffiliate sale / lead";"Жаңа бағыныңқы қосу сатуы / lead";B;affiliate;T;N
"Affiliate - New Subaffiliate signup";"қосу - Жаңа бағыныңқы қосу бегіленуі";B;affiliate;T;N
"New subaffiliate signed up";"Жаңа бағыныңқы қосу бегіленді";B;affiliate;T;N
"VAT percentage";"ҚҚС пайызы";B;;T;N
"VAT number";"ҚҚС саны";B;;T;N
"Registration number";"Тіркелу саны";B;;T;N
"VAT part";"ҚҚС бөлігі";B;;T;N
"Payment incl. VAT";"ҚҚС қоса алғандағы төлем";B;;T;N
"Payment excl. VAT";"ҚҚС қоспағандағы төлем";B;;T;N
"Affiliate - On VAT payout";"Қосу - ҚҚС  төлемінде";B;;T;N
"Referer url";"Жөнелтуші url";S;merchant;T;N
"First click - time";"Бірінші нұқу - уақыт";S;;T;N
"First click - referer";"Бірінші нұқу - жеткізуші";S;;T;N
"First click - IP";"Бірінші нұқу - IP";S;;T;N
"First click - data1";"Бірінші нұқу -дерек1";S;;T;N
"First click - data2";"Бірінші нұқу - дерек2";S;;T;N
"Last click - time";"Соңғы нұқу - уақыт";S;;T;N
"Last click - referer";"Соңғы нұқу - жеткізуші";S;;T;N
"Last click - IP";"Соңғы нұқу - IP";S;;T;N
"Last click - data1";"Соңғы нұқу - дерек1";S;;T;N
"Last click - data2";"Соңғы нұқу - дерек2";S;;T;N
"Transaction data1";"Дерек1 бірізді амалдары";S;;T;N
"Transaction data2";"Дерек2 бірізді амалдары";S;;T;N
"Transaction data3";"Дерек3 бірізді амалдары";S;;T;N
"Transaction data4";"Дерек4 бірізді амалдары";S;;T;N
"Transaction data5";"Дерек5 бірізді амалдары";S;;T;N
"Note to merchant";"Сатушыға ескерім";S;;T;N
"Original currency";"Түпнұсқа ақша";S;;T;N
"Banner does not exist";"Жарлама жоқ";S;merchant;T;N
"Server error: Unknown type given for BannerForm._save()";"Қате сервер: белгісіз түр жарлама пішініне берілген._save()";S;merchant;T;N
"Banner was saved";"Жарлама сақталды";S;merchant;T;N
"Imps";"Imps";S;merchant;N;N
"clicks";"нұқулар";C;merchant;T;N
"CTR";"CTR";S;;N;N
"Order";"Рет";B;merchant;T;N
"BannersImportExportDescription";"Жарлама анықтамалар - бұл тек анықтаманы импорттайды/экспорттайды";B;merchant;T;N
"Campaign does not exist";"Науқан жоқ";S;merchant;T;N
"Campaign capping saved";"Науқан жабу сақталды";S;merchant;T;N
"Number of transactions in 'Active until' campaign validity has to be set";"'Әлі әрекетте' науқанында бірнеше бірізді амалдар нақтылығы орнатылуы керек";S;merchant;T;N
"There are missing From and To dates for 'Active in date range' campaign validity";"'Мерзім аралығында белсенді' науқаны нақтылығы үшін Мерзімге және мерзімге дейін жоғалған";S;merchant;T;N
"Commission successfully computed";"Науқан сәтті есептелді";S;merchant;T;N
"User is not valid!";"Қолданушы жарамды емес!";S;merchant;T;N
"Campaign is not valid!";"Науқан жарамды емес!";S;merchant;T;N
"Transaction type is not valid or doesn't exist in this campaign!";"Бірізді амалдар түрі нақты емес немесе бұл науқанда жоқ!";S;merchant;T;N
"Cannot recognize commission group for this user in campaign!";"Комиссия тобы бұл қолданушыны науқаннан танымады";S;merchant;T;N
"Error getting commission settings!";"Комиссия параметрлерін алуда қате кетті!";S;merchant;T;N
"Error, for percentage commissions you have to define Total cost!";"Комиссия пайызында қате бар, Сіз жиынтық шығынды анықтауыңыз керек!";S;merchant;T;N
"You cannot deactivate default campaign";"Сіз әдепкі науқанды дезактивациялай алмайсыз";S;merchant;T;N
"You cannot delete default campaign";"Сіз әдепкі науқанды жоя алмайсыз";S;merchant;T;N
"Default";"Әдепкі";B;;T;N
"per sale / lead";"Сату / тұтынушы арқылы";B;;T;N
"loadCommissionGroups: campaignId is empty";"КомиссияТоптарынҚотару: Id науқаны бос";S;merchant;T;N
"Campaign ID cannot be empty!";"ID науқаны бос болмауы керек!";S;merchant;T;N
"CommissionTypeId (Id) cannot be empty!";"Id КомиссияТүрі(Id) бос болмауы керек!";S;merchant;T;N
"CommissionGroupId cannot be empty!";"Id КомиссияТобы бос болмауы керек!";S;merchant;T;N
"Commission type does not exist";"Комиссия түрі жоқ";S;merchant;T;N
"Commissions saved successfully";"Комиссия сәтті сақталды";S;merchant;T;N
"Field 'type' does not exist";"'Түр' жолағы жоқ";S;merchant;T;N
"Failed to change status";"Күйді өзгерту орындалмады";S;merchant;T;N
"Status successfully changed";"Күй сәтті өзгертілді";S;merchant;T;N
"Affiliate screen";"Қосу бейнебеткесі";S;merchant;T;N
"Affiliate panel menu saved";"Қосу тақтасы мәзірі сақталды";S;merchant;T;N
"Error changing default theme";"Әдепкі тақырыпты өзгертуде қате";S;merchant;T;N
"Default theme changed";"Әдепкі тақырып өзгертілді";S;merchant;T;N
"Program name and logo saved";"Бағдарлама аты және мекеме ені сақталды";S;merchant;T;N
"Affiliate signup settings saved";"Қосу белгілеуі параметрлері сақталды";S;merchant;T;N
"Banner format successfully saved";"Жарлама  пішімдері сәтті сақталды";S;merchant;T;N
"Cookies settings saved";"Куки параметрлері сақталды";S;merchant;T;N
"Symbol";"Белгі";B;;T;N
"Precision";"Дәлдік";B;;T;N
"Where to display";"Қайда бейнелеу";B;;T;N
"Exchange rate";"Айырбастау коэффициенті";S;;T;N
"New";"Жаңа";C;merchant;T;N
"Currency";"Ақша";B;;T;N
"Fraud protections saved";"Алдамға қорғаныс сақталды";S;merchant;T;N
"Logging saved";"Жүйеге кіру сақталды";S;merchant;T;N
"Parameter names saved";"Параметр атаулары сақталды";S;merchant;T;N
"Tracking saved";"Жолшық сақталды";S;merchant;T;N
"URLs & Directories saved";"URL және Каталогтар сақталды";S;merchant;T;N
"Affiliates successfully paid";"Косу сәтті төленді";S;merchant;T;N
"VAT";"ҚҚС";S;merchant;T;N
"To pay";"Төлеу";S;merchant;T;N
"Declined";"Бас тартылды";B;;T;N
"Minimum payout";"Ең аз төлем";S;merchant;T;N
"Payout data";"Төлем дерегі";B;merchant;T;N
"N/A";"N/A";S;merchant;N;N
"New payout option";"Жаңа төлем опциясы";S;merchant;T;N
"New payout option %s";"Жаңа төлем опциясы %s";S;merchant;T;N
"Payout option";"Төлем опциясы";S;merchant;T;N
"Payout History";"Төлем тарихы";S;merchant;T;N
"Date paid";"Төленген күні";S;merchant;T;N
"payees";"алушылар";S;merchant;T;N
"Total amount";"Жиынтық баға";S;merchant;T;N
"Affiliate note";"Қосу ескерімі";B;merchant;T;N
"payee";"Алушы";S;merchant;T;N
"Date";"Күні";B;;T;N
"Data 1";"Дерек 1";B;merchant;T;N
"Data 2";"Дерек 2";B;merchant;T;N
"Clicks raw";"өңделмеген нұқулар";S;;T;N
"Clicks unique";"Бірегей нұқу";S;;T;N
"Raw clicks older than %s are deleted";"Өңделмеген нұқулар ескірек %s жойылғандардан";S;merchant;T;N
"Failed to delete raw clicks";"Өңделмеген нұқуларды жою орындалмады";S;merchant;T;N
"Impressions raw";"Өңделмеген әсерлер";S;;T;N
"Impressions unique";"Бірегей әсерлер";S;;T;N
"Sales count";"Сату шоты";S;;T;N
"Table name";"Кесте атауы";S;merchant;T;N
"Records";"Есеп хаттар";S;merchant;T;N
"Total size";"Жиынтық көлем";S;merchant;T;N
"Data size";"Дерек көлемі";S;merchant;T;N
"Index size";"Көрсеткіш көлемі";S;merchant;T;N
"Transaction";"Бірізді амалдар";B;;T;N
"Payout status";"Төлем күйі";B;merchant;T;N
"Data 3";"Дерек 3";B;merchant;T;N
"Data 4";"Дерек 4";B;merchant;T;N
"Data 5";"Дерек 5";B;merchant;T;N
"Tracked by";"Бақыланды";B;merchant;T;N
"Time";"Уақыт";B;;T;N
"Click data 1";"нұқу дерек 1";B;merchant;T;N
"Click data 2";"нұқу дерек 2";B;merchant;T;N
"unpaid";"төленбеген";B;;T;N
"Username must be valid email address";"қолданушы аты жарамды электрондық пошта мекенжайы болуы керек";S;;T;N
"You have to agree with terms & conditions";"Сіз шарттармен келісуге тиіссіз";B;;T;N
"is mandatory";"Бұл міндетті";B;;T;N
"Payout settings saved";"Төлем параметрлері сақталды";S;merchant;T;N
"Affiliate details";"Қосу бөлшектері";B;merchant;T;N
"Date joined";"Күн қосылды";B;;T;N
"Date approved";"Күн бекітілді";B;merchant;T;N
"Parent";"Аталық";S;merchant;T;N
"Firstname";"Аты";B;;T;N
"Lastname";"Тегі";B;;T;N
"Parent ID";"Аталық ID";S;merchant;T;N
"Parent username";"Аталық қолданушы аты";S;merchant;T;N
"Parent first name";"Аталық аты";S;merchant;T;N
"Parent last name";"Аталық тегі";S;merchant;T;N
"Status successfully set to selected url(s)";"Күй таңдалған url-ге сәтті орнатылды";S;merchant;T;N
"Failed to set status selected url(s)";"Күй url-ге орнатылмады";S;merchant;T;N
"commission group";"комиссия тобы";B;;T;N
"Commision group";"Комиссия тобы";S;merchant;T;N
"Selected commission group(s) are changed";"Таңдалған комиссия тобы өзгертілді";S;merchant;T;N
"New password URL";"Жаңа құпия сөз URL";S;;T;N
"Request valid until";"Жарамды сұрау";S;;T;N
"Request New Password";"Жаңа құпия сөзді талап ету ";B;;T;N
"Wrong username/password";"Қате қолданушы аты/құпия сөз";S;;T;N
"Select account";"Таңдаулы баға";B;;T;N
"Authentication failed";"Аутентификация орындалмады";S;;T;N
"User authenticated. Logging in.";"Қолданушы аутентификацияланды. Жүйеге кірді.";S;;T;N
"You entered invalid security code";"Сіз дұрыс емес қауіпсіздік кодына кірдіңіз";S;;T;N
"You entered invalid username";"Сіз дұрыс емес қолданушы атына кірдіңіз";S;;T;N
"Within a few minutes you will receive instruction on how to reset you password.";"Сіз аз минут ішінде қалай құпия сөзіңізді енгізу туралы нұсқаулар берілген хабар аласыз.";S;;T;N
"Your password was changed. Go back to login dialog and login.";"Сіздің құпия сөзіңіз өзгертілді. Кері тілқатысу терезесіне және жүйеге кіруге қайтыңыз.";S;;T;N
"Logout error";"Жүйеден шығу қатесі";S;;T;N
"Logout successful";"Жүйеден шығу сәтті";S;;T;N
"Invalid password request. You have to request again new password before trying to set password.";"Дұрыс емес құпия сөз сұралды. Сіз орнатуға әрекеттенуден бұрын қайтадан жаңа құпия сөз сұрауға тиіссіз.";S;;T;N
"User account not approved yet";"Қолданушы есебі әлі мақұлданған жоқ";S;;T;N
"File to export is not defined";"Экспорттау файлы анықталған жоқ";S;;T;N
"Unsupported";"Қолдау көрсетілмейді";S;;T;N
"Import file is not defined";"Иморттау файлы анықталған жоқ";S;;T;N
"Export data";"Экспорт дерегі";B;;T;N
"Data was successfully exported to file %s";"Дерек файлға сәтті экспортталды %s";S;;T;N
"File name";"Файл аты";B;;T;N
"Modules";"Модульдар";S;;T;N
"Size";"Көлем";S;;T;N
"Could not create account. (%s)";"Есеп жасалған жоқ. (%s)";S;;T;N
"Directory %s is not writable by web server user. Please remove it or set write permissions.";"Каталог сервер қолданушысы арқылы жазылмайды. Оны жойыңыз немесе жазбаша рұқсат орнатыңыз.";S;;T;N
"Failed to delete %s filter(s)";"Сүзгіні жою орындалмады %s";S;;T;N
"%s filter(s) successfully deleted";"%s сүзгі сәтті жойылды";S;;T;N
"Failed to load default mail account. Please check your mail account settings.";"Әдепкі пошта есебін қотару орындалмады. Өзіңіздің поштаңыздағы есеп параметрлерін тексеруіңізді өтінеміз.";S;;T;N
"View name must be unique";"Шолу жасалатын ат бірегей болуы тиіс";S;;T;N
"Maximum length of %s in %s is %s";"Ең көп ұзындық %s ішінде %s is %s";S;;T;N
"Relation constraint";"Шектеме байланысы";S;;T;N
"must be unique";"бірегей болуы тиіс";S;;T;N
"Error changing theme";"Тақырып өзгертуде қате";S;;T;N
"Theme changed";"Тақырып өзгертілді";S;;T;N
"Failed to delete %s wallpaper(s)";"Тұсқағазды жою орындалмады %s";S;;T;N
"%s wallpaper(s) successfully deleted";"%s тұсқағаз сәтті жойылды";S;;T;N
"Failed to save wallpaper with error %s";"Тұсқағазды сақтау орындалмады мына қатемен %s";S;;T;N
"Wallpaper saved.";"Тұсқағаз  сақталды";S;;T;N
"Side bar saved";"Бүйір жолағы сақталды";S;;T;N
"Windows saved";"Терезелер сақталды";S;;T;N
"Quick Launch saved";"Тез жіберу сақталды";S;;T;N
"File does not exist";"Файл жоқ";S;;T;N
"File was successfully uploaded";"Файл сәтті кері қотарылды";S;;T;N
"Unsupported gadget";"Қолдау көрсетілмеген шағын бағдарлама";S;;T;N
"Gadget";"Шағын бағдарлама";S;;T;N
"Gadget added";"Шағын бағдарлама қосылды";S;;T;N
"Failed to close gadget";"Шағын бағдарламаны жабу орындалмады";S;;T;N
"Gadget successfully closed";"Шағын бағдарлама сәтті жабылды";S;;T;N
"Docking";"Түйісуші";S;;T;N
"Gadgets saved";"Шағын бағдарламалар сақталды";S;;T;N
"Create Account";"Есепті Жасау";B;;T;N
"Account is already created.";"Есеп жасалды.";S;;T;N
"Create Database";"Дерекқорды жасау";B;;T;N
"Could not create database. %s";"Дерекқор жасалмайды. %s";S;;T;N
"doesnt exist's";"жоқ";S;;T;N
"Internal Error";"Ішкі Қате";C;;T;N
"Error during database creation.";"Дерекқор жасау барысындағы қате.";S;;T;N
"Failed to read headers of CSF file %s";"CSF Файлынан үстіңгі деректемені оқу орындалмады %s";S;;T;N
"Could not change permissions %s";"Рұқсаттарды өзгерте алмады %s";S;;T;N
"Could not open file";"Файлды аша алмады";S;;T;N
"Could not read file";"Файлды оқи алмады";S;;T;N
"Rewind unsupported in this file stream";"Бұл файл ағынында қайта айналдыру қамтамасыз етілмейді";S;;T;N
"File %s does not exist.";"Файл жоқ %s .";S;;T;N
"Failed to read file %s";"Файлды оқу орындалмады %s";S;;T;N
"Could not create directory %s";"каталог жасалмады %s";S;;T;N
"Could not open language file %s";"Тілдер файлы ашылмады %s";S;;T;N
"Level";"Деңгей";S;;T;N
"Message";"Хабар";B;;T;N
"File";"Файл";S;;T;N
"Line";"Сызық";B;;T;N
"Group ID";"ID тобы";S;;T;N
"Log event";"Оқиға жұрналы";S;;T;N
"Event(s) are deleted";"Оқиға(лар) жойылды ";S;;T;N
"No event(s) to delete";"Жойылатын оқиғалар жоқ";S;;T;N
"Debug event(s) are deleted";"Күйін келтіру оқиғалары жойылды";S;;T;N
"No debug event(s) to delete";"Жойылатын күйін келтіру оқиғалары жоқ";S;;T;N
"Mail Account Name";"Пошта Есебі Аты";S;;T;N
"From Name";"Атынан";B;;T;N
"From Email";"Электрондық поштадан";S;;T;N
"Use SMTP protocol";"SMTP тілдесу тәсілін пайдалану";S;;T;N
"SMTP Server";"SMTP Сервері";B;;T;N
"SMTP Port";"SMTP порты";B;;T;N
"SMTP Authentication";"SMTP аутентификациясы";S;;T;N
"Use SSL connection";"SSL байланысын пайдалану";S;;T;N
"SMTP Username";"SMTP Қолданушы аты";S;;T;N
"Is default mail account";"Бұл әдепкі пошта есебі";S;;T;N
"Yes";"Иә";B;;T;N
"No";"Жоқ";B;;T;N
"Email account test mail";"Электрондық пошта есебін сынақтан өткізу поштасы";B;;T;N
"Default Mail Account";"Әдепкі есеп поштасы";S;;T;N
"Email settings saved";"Электрондық пошта параметрлері сақталды";S;;T;N
"Test mail scheduled, check outbox if it was sent.";"Егер шығу пошта жәшігі жіберілсе, жоспарланған поштаны сынақтан өткізіңіз, шығасынды тексеріңіз.";S;;T;N
"Failed to restart %s row(s)";"Жолды қайта қотару орындалмады";S;;T;N
"%s row(s) successfully restarted";"Жолдар сәтті қайта қотарылды";S;;T;N
"To recipients";"Алушыларға";S;;T;N
"Mail subject";"Пошта заты";S;;T;N
"Scheduled at";"Жоспарланды";S;;T;N
"Last retry";"Соңғы қайталап қосу";S;;T;N
"Retry number";"Қайталап қосу саны";S;;T;N
"Error message";"Қате хабар";S;;T;N
"Account name";"Есеп атауы";B;;T;N
"Server Date";"Сервер Күні";S;;T;N
"Server Time";"Сервер Уақыты";S;;T;N
"Mail template not defined in database for class %s";"%s сыныбы үшін пошта үлгісі дерекқорда анықталмады";S;;T;N
"Recipients empty";"Алушылар бос";S;;T;N
"Body of mail not specified";"Поштаның негізі анықталмаған";S;;T;N
"From address is empty";"Мекенжайдан бос";S;;T;N
"Failed to init mail headers";"Пошта үстіңгі деректемесін баптандыру орындалмады";S;;T;N
"Email transfer method error";"Электрондық пошта тасымалдау әдісінде қате";S;;T;N
"Post Affiliate Pro";"Post Affiliate Pro";B;;N;N
"Failed to save settings with error %s";"Параметрлерді сақтау орындалмады мына қатемен %s";S;;T;N
"Proxy server settings saved.";"Аралық сервер параметрлері сақталды";S;;T;N
"Failed to load proxy server settings.";"Аралық сервер параметрлерін қотару орындалмады.";S;;T;N
"Pdf saved";"Pdf сақталды";S;;T;N
"Path to save file '%s' not exist";"Файлды '%s' сақтау жолы жоқ";S;;T;N
"Path to save file %s is null";"Файлды '%s' сақтау жолы бос";S;;T;N
"Unable to create file %s%s.pdf";"pdf файлды жасауға қабілетсіз";S;;T;N
