source;translation;type;module;status;customer
"Language Name";"Тіл Аты";S;;T;N
"Translated [%]";"Аударылды [%]";S;;T;N
"Is custom";"теңшеу";S;;T;N
"You can find the license ID in your member's panel. The license will be valid for the domain where you are currently installing the product.";"ID лицензиясын мүше тақтасынан таба аласыз. Лицензия егелікке жарамды, мұнда Сіз өнімді орнатып жатырсыз.";S;;T;N
"License agreement";"Лицензия келісімі";S;;T;N
"System Requirements";"Техникалық талаптар жүйесі";S;;T;N
"The installation finished successfully. Thank you for choosing our product.";"Орнату сәтті аяқталды. Біздің өнімді таңдағаныңыз үшін алғыс айтамыз. ";S;;T;N
"Click here to go to introduction screen";"Бастапқы бейнебеткеге бару үшін, мынаны нұқыңыз.";S;;T;N
"Internal error.";"Ішкі қате.";S;;T;N
"Recommended Settings";"Ұсынылған параметрлер";S;;T;N
"Welcome message";"Күтілген хабарлама";B;;T;N
"Source";"Көз";S;merchant;T;N
"You uploaded language file with following metadata:";"Сіз тілдік файлды мына метадеректермен кері қотардыңыз:";S;;T;N
"Uploaded language file";"Кері қотарылған тілдік файл";S;;T;N
"If language metadata are correct, you can start import.";"Егер тілдік метадеректер дұрыс болса, импорттауды бастай аласыз.";S;;T;N
"You have to agree with the license.";"Сіздің лицензиямен келісуіңіз керек.";C;;T;N
"I Agree with the license";"Мен лицензиямен келісемін.";C;;T;N
"Check Requirements";"Талаптарды тексеру";B;;T;N
"Welcome info";"күтілген ақпарат";C;affiliate;T;N
"Home template";"Өзіндік бет үлгісі";C;affiliate;T;N
"Affiliate manager template";"Қосу реттегіші үлгісі";C;affiliate;T;N
"Home edit";"Өзіндік бетті өңдеу";C;affiliate;T;N
"ChannelStatsReportDescription";"Есеп Сіздің жарламаларыңызда анықталған арналар әрекетін көрсетеді.";C;affiliate;T;N
"Add message to this transaction (optional)";"Хабарламаны осы бірізді амалдарға қосу (шарасыз)";C;merchant;T;N
"Unknown tracking";"Беймәлім бақылау";C;merchant;T;N
"Manually created";"Қолдан жасалған";C;merchant;T;N
"Lifetime referral";"Ұсыным жарамдылық мерзімі";C;merchant;T;N
"More info";"Толығырақ мәлімет";C;;T;N
"Failed to add link - invalid url";"FСілтеме қосу сәтсіз аяқталды - жарамсыз url";C;;T;N
"Open in same window/frame";"Сол терезеде/жақтауда ашу";C;;T;N
"Open in new window/frame (_blank)";"Жаңа терезеде/жақтауда ашу (_ашық жер)";C;;T;N
"Open in parent window/frame (_parent)";"Аталық терезеде/жақтауда ашу (_аталық)";C;;T;N
"Open in top window/frame (_top)";"Үстіңгі терезеде/жақтауда ашу (_үстіңгі)";C;;T;N
"Target";"Мақсат";C;;T;N
"Class";"Сынып";C;;T;N
"Add link";"Сілтеме қосу";C;;T;N
"Start import";"Импорттауды іске қосу";C;;T;N
"Create language";"Тіл жасау";C;;T;N
"Deprecated";"Азайтылды";C;;T;N
"Not translated";"Аударылған жоқ";C;;T;N
"Client";"Тұтынғыш";C;;T;N
"Client+Server";"Тұтынғыш+Сервер";C;;T;N
"All translations";"Барлық аударма";C;;T;N
"System translations";"Жүйе аудармалары";C;;T;N
"Custom translations";"Теңшеу аудармалары";C;;T;N
"Edit language";"Тілді өңдеу";C;;T;N
"Translations";"Аудармалар";C;;T;N
"Create own language";"Өз тілін жасау";C;;T;N
"Create new language";"Жаңа тіл жасау";C;;T;N
"Error during copy of sample image %s.";"%s сынау кескінін көшіруде қате.";S;;T;N
"Update";"Жаңарту";B;;T;N
"DONE";"Жасалған";S;;T;N
"Logins history";"Жүйеге кіру тарихы";B;;T;N
"AutoRefresh saved";"АвтоЖаңарту сақталды";S;;T;N
"Creating Account Directory";"Account Directory жасау";S;;T;N
"Creating Account";"Account жасау";S;;T;N
"Initializing Account";"Account баптандыру";S;;T;N
"Exporting dictionary cache.";"Сөздік бүркемесін экспорттау.";S;;T;N
"Logged out";"Жүйеден шықты";S;;T;N
"About";"Туралы";C;merchant;T;N
"AboutDescription";"Бағдарлама туралы";C;merchant;T;N
"Design";"Безендіру";C;;T;N
"ThemesSettingsDescription";"Тақталар мен белгілеу беті үшін мекеме енін және тақырыпты таңдаңыз(қарау & сезу)";C;merchant;T;N
"SignupFormSettingsDescription";"Белгілеу пішіні мазмұны мен параметрлері";C;merchant;T;N
"AffPanelSettingsDescription";"Contents of affiliate panel. Сіз осы тақта мәзірі мен мазмұнын теңшей аласыз, тіпті, өз бетіңізді жасай аласыз.  You can fully customize the menu and content of this panel, you can even create your own pages""";C;merchant;T;N
"Signup page theme";"Белгілеу беті тақырыбы";C;merchant;T;N
"Merchant panel theme";"Сауда-саттық тақтасы тақырыбы";C;merchant;T;N
"Approved commissions";"Мақұлданған комиссиялар";B;;T;N
"Pending commissions";"Бөгелген комиссиялар";B;;T;N
"View online users";"Онлайн қолданушыларын шолу";C;;T;N
"View logins history";"Жүйеге кіру тарихына шолу";C;;T;N
"OnlineUsersDescription";"Онлайн қолданушылары тізімі";C;;T;N
"LoginsHistoryDescription";"Тақталарға жүйеге кіру тарихы";C;;T;N
"This icon can not be added to QuickLaunch";"Бұл белгіше QuickLaunch-қа қосыла алмайды";C;;T;N
"CTR raw/unique";"CTR өңделмеген/бірегей";S;affiliate;T;N
"Quick Navigation Icons";"Жылдам Шарлау Белгішелері";S;affiliate;T;N
"Impressions (raw / unique)";"Әсерлер (өңделмеген / бірегей)";B;;T;N
"What to do with child affiliates";"Еншілес қосулармен не істеу керек";S;merchant;T;N
"Config gadget";"Шағын бағдарлама теңш";S;;T;N
"If your wallpaper is saved on Internet/Intranet and is accessible from your browser, you can add it by entering URL of this wallpaper.";"Егер Сіздің тұсқағазыңыз Интернетте/Интранетте сақталса және браузеріңізде қолжетімді болса, Сіз оны осы тұсқағаз URL-ын енгізу арқылы қоса аласыз. ";S;;T;N
"In this case will be wallpaper loaded always from URL you entered and not from your server.";"Осы істе тұсқағаз серверден емес, Сіз енгізген URL-дан қотарылады. ";S;;T;N
"Enter URL";"URL енгізу";S;;T;N
"Upload wallpaper";"Тұсқағазды қайта қотару";S;;T;N
"Upload new wallpaper to your account. Wallpaper will be saved in your account and always loaded from server.";"Есебіңізге жаңа тұсқағазды қайта қотару. Тұсқағаз Сіздің есебіңізде сақталады және үнемі серверден қотарылады.";S;;T;N
"Banners & Links";"Жарламалар & Сілтемелер";B;;T;N
"do not move child affiliates";"еншілес қосуларды жылжытпаңыз";C;merchant;T;N
"move child affiliates to parent of deleted affiliate";"еншілес қосуларды жойылған қосу аталығына көшіру";C;merchant;T;N
"Delete affiliate";"Қосуды жою";C;merchant;T;N
"None wallpaper";"Ешқандай тұсқағаз";C;;T;N
"Select desktop background color";"Жұмыс үстелінің өң түсін таңдаңыз";C;;T;N
"Add custom wallpaper";"Теңшеу тұсқағазын қосыңыз";C;;T;N
"No row selected";"Ешқандай өңделмеген таңдалған жоқ";C;;T;N
"Application Update";"Бағдарламаны Жаңарту";S;;T;N
"Getting Started";"Жұмысқа кіріскенде";C;merchant;T;N
"Wrong username/password (Username: %s)";"Дұрыс емес қолданушы аты/құпия сөз (Қолданушы аты: %s)";S;;T;N
"Authentication failed for user %s";"%s қолданушы үшін расталу сәтсіз аяқталды";S;;T;N
"User %s authenticated. Logging in.";"Қолданушы %s расталды. Жүйеге кіру.";S;;T;N
"Logged out user %s";"Қолданушы %s жүйеден шықты";S;;T;N
"Adding content gadget: %s";"Шағын бағдарлама мазмұнын қосу: %s";S;;T;N
"Downloading gadget: %s";"Шағын бағдарламаны жүктеу: %s";S;;T;N
"Updating %s Language";"Тіл %s Жаңарту";S;;T;N
"Update Version";"Болжаманы Жаңарту";S;;T;N
"Failed to import language file. Incorrect file format. (%s)";"Тілдік файлды импорттау сәтсіз аяқталды. Қате файл пішімі. (%s)";S;;T;N
"Database Logger Error. Logging on display: %s";"Дерекқор Тіркеуші Қатесі. Бейнебеткеде жүйеге кіру: %s";S;;T;N
"Proxy failed: %s";"Аралық сәтсіздікке ұшырады: %s";S;;T;N
"Could not connect to server: %s:%s, Failed with error: %s";"Серверге қосыла алмады: %s:%s, Мына қатемен сәтсіздікке ұшырады: %s";S;;T;N
"Could not send request to server %s:%s";"Серверге талап жіберілген жоқ %s:%s";S;;T;N
"Could not read from proxy socket";"Аралық ұядан оқи алмайды.";S;;T;N
"Resource not modified, returned 304 for %s";"Қор көзі өзгертілмеді, %s үшін 304 қайтарылды";S;;T;N
"Return static file %s";"Тұрақты файлды қайтару %s";S;;T;N
"Invoking method %s->%s()";"Іске қосу әдісі %s->%s()";S;;T;N
"Please review your system settings, before starting update all requirements must be fulfilled.";"Толтырылуы тиіс барлық талаптарды жаңартуды бастамас бұрын, параметрлер жүйесін қайта шолып шығуыңызды өтінеміз.";S;;T;N
"Test URL matching";"Сынау URL үйлестіру";S;affiliate;T;N
"You can test if your pattern matches the given URL.";"Егер Сіздің әшекейіңіз берілген URL-ге сәйкес келсе, сынақ жүргізе аласыз.";S;affiliate;T;N
"<h3>Add / edit DirectLink URL</h3>";"<h3> DirectLink қосу / өңдеу URL</h3>";S;affiliate;T;N
"This setting can override the default configuration from campaign";"Бұл параметр науқаннан әдепкі теңшелімді алмастыра алады";S;merchant;T;N
"Affiliates will be able to choose only from these payout balance options.";"Қосулар тек төлем қалдығы опцияларынан ғана таңдай алады.";S;merchant;T;N
"Found";"Табылды";S;merchant;T;N
"Response returned from server";"Серверден жауап келіп түсті.";S;;T;N
"Do you like to reload application now ?";"Бағдарламаны қайта қотаруды қалайсыз ба?";S;;T;N
"Available languages";"Қолжетімді тілдер";S;;T;N
"To make it easier for you, some languages are already included in the distribution";"Сізге жеңіл жол жасау үшін кейбір тілдер таратылымда бар.";S;;T;N
"To import new language to the system, click on ""Import"" icon next to language that you would like to import.";"Жүйеге жаңа тілді импорттау үшін ""импорт"" белгішесін нұқыңыз, сонан соң импорттағыңыз келген тілді таңдаңыз.";S;;T;N
"Warning: If language with the same language code (e.g. [en-US]) already exists, translations and language metadata will be overwritten with the values loaded from imported language!!.";"Ескерту: Егер бірдей кодты тіл болса (мысалы, [en-US]), аудармалар мен тілдік метадеректер импортталған тілден жүктелген мәндермен қайта жазылады!!!.";S;;T;N
"Import new language from the CSV file.";"CSV файлынан жаңа тілді импорттау.";S;;T;N
"Warning: If language with the same language code (e.g. [en-US]) already exists, translations and language metadata will be overwritten with the values from the uploaded language!";"Ескерту: Егер бірдей кодты тіл болса (мысалы, [en-US]), аудармалар мен тілдік метадеректер импортталған тілден жүктелген мәндермен қайта жазылады!";S;;T;N
"In the table below you can see all the languages loaded in the system.";"Төмендегі кестеден жүйеде қотарылған барлық тілді көре аласыз.";S;;T;N
"To import a new language, click on Import language button and follow the steps in the import wizard.";"Жаңа тілді импорттау үшін, Тілді импорттау түймешігін басыңыз және импорттау шебері қадамымен әрекет етіңіз.";S;;T;N
"If you don't want to use some language, you can deactivate it by changing value Yes to No in the 'Is active' column (don't forget to save your changes)";"Егер Сіз бірнеше тілді қолданғыңыз келмесе, оны Белсенді"" бағанындағы Иә, Жоқ мәнін өзгерту арқылы дезактивациялай аласыз (өзгертулеріңізді сақтауды ұмытпаңыз)""";S;;T;N
"Translations and default language";"Аудармалар және әдепкі тіл";S;;T;N
"One language must be system's default. To change the default language, click on icon 'Set as default' next to the language you want to set as default.";"Бір тіл жүйенің әдепкісі болуы керек. Әдепкі тілді өзгерту үшін Әдепкі ретінде орнату"" белгішесін нұқыңыз де, әдепкі ретінде орнатқыңыз келген тілді таңдаңыз.""";S;;T;N
"To change some translations, click on Edit icon and continue in the editation.";"Бірнеше аударманы өзгерту үшін Өңдеу белгішесін басыңыз да, өңдеуді жалғастырыңыз.";S;;T;N
"Date & time format";"Пішім мерзімі & уақыты";S;;T;N
"Every language has defined it's own date and time format. To modify it, click on the Edit icon next to the language you would like to change.";"Әр тіл өз мерзімі мен пішім уақытын анықтаған. Оны өзгерту үшін Өңдеу белгішесін нұқыңыз де, өзгерткіңіз келген тілді таңдаңыз.";S;;T;N
"Creating new language translation";"Жаңа аударма тілін жасау";S;;T;N
"Here you can create your own language. Define the fields below, then the new language will be created. You should edit it's language strings (translations) manually in Edit language form.";"Мұнда Сіз өз тіліңізді жасай аласыз. Төмендегі жолақтарды анықтаңыз, сонан соң жаңа тіл жасалады. Сіз Тіл пішінін өңдеу жолағында тіл жолдарын (аудармаларды) қолдан өңдеуіңіз қажет.";S;;T;N
"It is not possible to create new language with language code that already exists in the system!";"Жүйеде бар тілдік кодпен сондай кодты жаңа тіл жасау мүмкін емес!";S;;T;N
"You are going to update";"Сіз жаңартайын деп жатырсыз";S;;T;N
"from version";"болжамадан";S;;T;N
"NOTE: Make sure that you backup your database and application files.";"ЕСКЕРІҢІЗ: Дерекқорыңызды және бағдарлама файлдарының көшірмесін жасағаныңызға сенімді болыңыз.";S;;T;N
"You have to choose either campaign or banner, not both";"Сіз не науқанды немесе жарламаны таңдай аласыз, екеуін бірдей емес.";C;affiliate;T;N
"Note for merchant - if you want to explain this URL";"Сауда-саттық үшін ескеріңіз - егер Сіз осы URL-ды түсіндіруді қалаған жағдайда";C;affiliate;T;N
"Checking..";"Тексеру..";C;affiliate;T;N
"This is the default currency of the system. All tracked sales and commissions will be in this main currency.";"Бұл жүйенің әдепкі ақшасы. Барлық бақыланған сатулар мен комиссиялар осы негізгі ақшада болады.";C;merchant;T;N
"Precision defines how the numbers are rounded - how many decimal places after the decimal point will be used";"Нақтылық сандардың қалай дөңгелектенгенін анықтайды - decimal орнынан кейін  қанша decimal орындар қолданылатынын анықтайды";C;merchant;T;N
"This setting controls where to display currency - before ($ 123) or after (123 $) the number";"Бұл орнатылып жатқан тексерулер ақшаны бейнелейтін - санның ($ 123) алдында немесе (123 $) артында көрінеді";C;merchant;T;N
"If affiliates doesn't specify his minimum payout balance, this value will be used.";"Егер қосылулар қысқартылған төлем қалдығын анықтамаса, осы мән қолданылады.";C;merchant;T;N
"Affiliates to pay";"Төлеуге қосулар";C;merchant;T;N
"No data are matching your search";"Сіздің іздеуіңізге сәйкес ешнәрсе жоқ";C;merchant;T;N
"Version Update";"Болжаманы Жаңарту";C;;T;N
"Language code is unique for every language. Example of American English code is en-US. The list of most language codes can be found at: <a href='http://msdn.microsoft.com/en-us/library/ms533052(VS.85).aspx' terget='_blank'>http://msdn.microsoft.com/en-us/library/ms533052(VS.85).aspx)</a>";"Тіл коды әр тіл үшін бірегей. Мысалы, американдық ағылшын тілі коды en-US. Көптеген тілдердің коды мынадан табылады: <a href='http://msdn.microsoft.com/en-us/library/ms533052(VS.85).aspx' terget='_blank'>http://msdn.microsoft.com/en-us/library/ms533052(VS.85).aspx)</a>";C;;T;N
"Yes, Reload Application";"Иә, қайта қотарылған бағдарлама";C;;T;N
"Request error";"Сұрау қатесі";C;;T;N
"Your session expired.";"Сіздің сеанс аяқталды.";C;;T;N
"Invalid server response.";"Жарамсыз сервер сұрауы.";C;;T;N
"Selected parent user does not exist";"Таңдалған аталық қолданушы жоқ";S;merchant;T;N
"Referral ID can not be blank";"ID ұсынымы бос жер бола алмайды";S;;T;N
"Referral ID can not be changed";"ID ұсынымы өзгертілмейді";S;;T;N
"subaffiliate(s)";"бағыныңқы қосу(лар)";S;;T;N
"Show this screen on startup";"Бұл бейнебеткені жегілеуде көрсету";S;merchant;T;N
"Manual commission";"Қолдан жасалған комиссия";C;merchant;T;N
"Brainstorming";"Brainstorming";C;merchant;N;N
"GetStartedBrainstorming";"Бұл алғашқы адым өте маңызды - өз қосу бағдарламаңыз туралы ойланыңыз.<br/> Өз жоспарыңыз болуы керек. Комиссияларды қамтамасыз етуге қаншалықты жол бере аласыз?<br/> Олар Сіздің бәсекелестігіңізбен салыстырылған қосуларға тартымды болады ма?  Қосуларды біріктіруге қалай тарту керек?";C;merchant;T;N
"Review your settings";"Параметрлеріңізді қайта шолып шығыңыз.";C;merchant;T;N
"GetStartedSettings";"Post Affiliate Pro әдепкі теңшеліммен жұмыс істей беру жолымен жасалған .<br/>Бірақ Сіз теңшелімді тексеруіңіз керек and өз қажеттілігіңізге сәйкестендіруіңіз керек. <br/>Сіз теңшелім бейнебеткесін <strong> астында таба аласыз. Теңш & Құралдар мәзірі -> Теңшелім</strong>.<br/><br/>Барлық теңшелім опцияларының толығырақ сипаттамасы қолданушының бағыттауышынан немесе білімқорынан табылады.";C;merchant;T;N
"Define your commissions";"Комиссияларыңызды таңдаңыз";C;merchant;T;N
"GetStartedCommissions";"Орнату кезінде бір әдепкі науқан жасалды. Сіз оны өзгерте аласыз немесе өз комиссияңызды жасай аласыз.<br/><br/> Науқандар бір комиссия параметрлеріне ие өнімдер жиынын топтау үшін қолданылады. (немес бір ғана өнім).<br/><br/> Мысалы, Сізде Өнім1 үшін науқан болуы мүмкін, мұнда Сіз өз қосуыңызды нұқу арқылы марапаттай аласыз, және екінші науқан Өнім2 үшін, мұнда қосу комиссияны сату арқылы қайтара алады.<br/><br/> Немесе Сізде Төмен шығын өнімдері деп аталатын науқан болады, ол сату комиссиясының 40% пайызын құрайды, ал екінші науқан Қымбат өнімдер деп аталады, ол сату комиссиясының 15% пайызын құрайды.";C;merchant;T;N
"Add banners and other creatives";"Жарламаларды немесе басқа жасамдарды қосу.";C;merchant;T;N
"GetStartedCreatives";"<strong>реттеуші жарламаларында</strong> Сіз мәтін сілтемелерінен жасамдарды,HTML-ге стандартты кескін жарламаларын, флэш және доңғалақтық электрондық пошта жарламаларды өзгерте аласыз. In the <strong>Banners manager</strong> you can various creatives, from text links, standard image banners to HTML, Flash and promo email banners.<br/> Әр жарламаның арнайы URL тағайындауы болуы керек - бұл URL-де шерткеннен кейін келуші қайта бағытталады.""";C;merchant;T;N
"Set up emails";"Электрондық пошталарды белгілеу";C;merchant;T;N
"GetStartedEmails";"Сіз электрондық пошта функционалдығын орнатуыңыз керек. Бұл: <ul><li><strong>пошта есебі</strong> - электрондық поштаның қалай жіберілетінін қамтиды. Сіз пошта () атқарымын да, SMTP серверін де таңдай алмайсыз. </li><li><strong>пошта үлгілері</strong> – бұлар жүйе автоматты электрондық пошта жібергенде қолданылатын үлгілер </li><li><strong>электрондық пошта ескертпелері</strong> – сіз қалаған ескертпені теңшей аласыз.</li></ul>Пошта есебінің дұрыс орнатылғанына көз жеткізіңіз – жіберілген электрондық пошталарды сынақтан өткізуге тырысыңыз. Жұмыс істейтін электрондық поштасыз қосулар олардың белгіленуі туралы бекітуді қайтармайды, т.с.с..";C;merchant;T;N
"Customize your affiliate signup form";"Өз қосу белгілеу пішінін теңшеңіз.";C;merchant;T;N
"GetStartedSignupForm";"Стандартты белгілеу пішінін тексеріңіз және қаласаңыз, оларды теңшеңіз.<br/><br/> Белгілеу пішіні шағын-торап мәліметімен бірге келеді - ол қосу бағдарламалары туралы мәліметті қамтиды, т.б.<br/>Сіз шағын-торапты қолдана аласыз немесе оны жойып, тек белгілеу пішінін қолдана аласыз.";C;merchant;T;N
"Customize affiliate panel";"Қосу тақтасын теңшеу";C;merchant;T;N
"GetStartedAffPanel";"Post Affiliate Pro-тегі Қосу тақтасы  өте икемді. <br/>Сіз мәзірді теңшей аласыз, онда қандай мазмұн болу керектігін жасайсыз және, тіпті, өз мазмұныңызды жаза аласыз немесе басқа беттерге сілтеме орната аласыз.";C;merchant;T;N
"GetStartedIntegrate";"Біріктіру дегеніміз - қосу жүйесін Сіздің ағымдағы веб-торапқа, сатып алу карточкасы немесе төлем шлюздерін қосу жүйесі ұсынымдар мен сатып алу туралы ескертілетін жолмен қосу жолы.<br/> Ескертілген жағдайда қосу жүйесі сатуды тіркейді, сілтенген қосуды (егер бар болса) табады және сәйкес комиссияны жасайды.<br/><br/> Біріктіру әдетте Сіздің беттеріңізге бірнеше код сызықтарын қосуды білдіреді, және ол Біріктіру бағыттағышында сатылай сипатталады.";C;merchant;T;N
"Test everything";"Бәрін сынақтан өткізу";C;merchant;T;N
"GetStartedTest";"Өз науқандарыңызды теңшегенде, дұрыс комиссияны анықтағанда және бірнеше жарламаларды/сілтемелерді жасағанда, жүйені сынақтан өткізуіңіз керек.<br/> Ең дұрысы қосудан толық өңдеуді және өз көзқарасыңызды модельдеу: <ol> <li>Бірнеше сынақтан өткізуші қосу ретінде белгілеу – бекіткен соң Сізге құпия сөзіңізбен бірге электрондық поштаны алғандықты растау хаты келеді, және Сізге өз қосу тақтаңызға жүйеге кіруге мүмкіндік беріледі</li> <li>Қосу тақтасына жүйеге кіру, жарламалар/сілтемелер үшін код алу және оларды сынақтан өткізу бетіне орналастыру</li> <li>Жарламаға нұқыңыз және шертпенің тіркелгендігін тексеріңіз</li> <li>Шерткен соң сату сынағын жасауға тырысыңыз және сату комиссиясының қосу жүйесінде тіркелгенін тексеріңіз<li> </ol> Егер Сіз ос ысатының қай-қайсысында болсын бірнеше мәселені әрекеттендірсеңіз, мынаған қосылыңыз: <strong>оқиға тіркеу күйін келтіру </strong> және қараңыз <strong>Troubleshooting</strong>";C;merchant;T;N
"Promote your affiliate program";"Қосу бағдарламасының деңгейін көтеру";C;merchant;T;N
"GetStartedPromote";"Қосу жүйесі біріктіруін веб-торабыңызбен сәтті сынақтан өткізген соң, жаңа қосу бағдарламасының деңгейін көтеруді бастауға болады, сондықтан Сіз жаңа қосуларды біріктіруге тарта аласыз.<br/><br/> Қосу бағдарламаңызға ақпарат сілтемесін жасау немесе Сіздің веб-торабыңызға пішін белгілеу міндетті.<br/><br/> Потенциалды қосуларға қол жеткізу үшін қосу каталогына өз бағдарламаңызды ұсыныңыз. Торапта қосу каталогының ондаған түрі бар.";C;merchant;T;N
"Could not create settings file. Reason: %s";"Параметрлер файлын жасай алмайды. Себебі: %s";S;;T;N
"Ad Channels";"Арналар қосу";B;;T;N
"Advanced tools";"кеңейтілген құралдар";B;;T;N
"Subaffiliate Sale Stats";"Сату Күйін бағыныңқы қосу";B;;T;N
"ContactUs";"БізбенБайланыс";B;;T;N
"Promotion tips";"Тарату атаулары";B;;T;N
"Frequently asked questions";"Жиі қойылатын сұрақтар";B;;T;N
"Advanced tracking";"кеңейтілген бақылау";B;;T;N
"DirectLinks explained";"DirectLinks түсіндірілді";B;;T;N
"Failed to set default campaign";"Әдепкі науқанды орнату сәтсіздікке ұшырады";S;merchant;T;N
"Default campaign changed";"Әдепкі науқан өзгертілді";S;merchant;T;N
"Failed to save %s field(s) in %s(s)";"%s жолақтарын %s ішінде сақтау сәтсіздікке ұшырады";S;;T;N
"%s field(s) in %s(s) successfully saved";"% жолақтары %s ішінде сәтті сақталды";S;;T;N
"Parent banner";"Аталық жарлама";S;merchant;T;N
"Selected affiliate(s) status is changed";"Таңдалған қосу(лар) күйі өзгертілді";S;;T;N
"Failed to change status for selected affiliate(s)";"Таңдалған бағдарлама(лар) үшін күй өзгерту сәтсіздікке ұшырады";S;;T;N
"Failed to send signup confirmation email";"Белгілеуді растау электрондық поштасын жіберу сәтсіз аяқталды";S;merchant;T;N
"Signup confirmation email successfully sent";"Электрондық поштаны алуды растауды белгілеу сәтті орындалды";S;merchant;T;N
"Failed to send new password request email";"Жаңа құпия сөз жіберу сәтсіздікке ұшырады";S;merchant;T;N
"New password request email successfully sent";"Жаңа құпия сөзді жіберу сәтті аяқталды";S;merchant;T;N
"IN PROGRESS";"ОРЫНДАЛУДА";S;;T;N
"No available theme";"Қолжетімді тақырып жоқ";S;;T;N
"Installing templates";"Үлгілерді орнату";S;;T;N
"Error during creating account directory %s (%s). Please delete it and try again.";"Есеп каталогын жасау барысында қате кетті %s (%s). Оны жойыңыз да, қайтадан тырысып көріңіз.";S;;T;N
"Memory limit is %s bytes";"Жады шегі %s байтқа тең";S;;T;N
"Could not create file inside %s directory";"%s каталогында файл жасай алмады";S;;T;N
"Updated to version %s-%s";"%s-%s болжамасына дейін жаңартылды";S;;T;N
"Plugin %s not found";"Плагин %s табылған жоқ";S;;T;N
"%s does not exist";"%s жоқ";S;;T;N
"%s saved";"%s сақталды";S;;T;N
"%s was successfully added";"%s сәтті қосылды";S;;T;N
"Row";"өңделмеген";S;;T;N
"Failed to delete %s %s(s)";"%s %s жою сәтсіз аяқталды";S;;T;N
"%s %s(s) successfully deleted";"%s %s сәтті жойылды";S;;T;N
"CPM commissions not defined in campaign %s";"CPM комиссиялары %s науқанында анықталған жоқ";S;;T;N
"Maximum Referal ID length";"Максималды ID ұсынымы ұзындығы";S;;T;N
"Maximum length must be between 0 and 20";"Максималды ұзындық 0 мен 20 арасында болуы керек";S;;T;N
"Ip address %s is not in geoip database.";"Ip мекнжайы %s дерекқорда жоқ.";S;;T;N
"Google maps key saved";"Google карталары кілті сақталды";S;;T;N
"Sale counts";"Сату шоттары";B;;T;N
"CTR (raw / unique)";"CTR (өңделмеген / бірегей)";B;;T;N
"Set up Terms & conditions for your affiliate program";"Қосу бағдарламасы үшін шарттарды белгілеңіз";S;merchant;T;N
"After signup";"Белгілеген соң";S;merchant;T;N
"What to do after signup?";"Белгілеген соң не істеу керек?";S;merchant;T;N
"You need to restart application after branding is changed";"Мәнер өзгертілген соң бағдарламаны қайта іске қосуыңыз керек";S;merchant;T;N
"URL to Affiliate Panel:";"Қосу Тақтасына URL:";S;merchant;T;N
"URL to Affiliate mini site:";"Шағын торапқа қосуға URL:";S;merchant;T;N
"Note that informational mini site is optional, the files don't need to be there";"Ақпараттық шағын тораптың шарасыз екендігін ескеріңіз, файлдардың мұнда болмағаны жөн";S;merchant;T;N
"Design & Contents settings";"Безендіру & Мазмұн параметрлері";B;merchant;T;N
"Plugin settings";"плагин параметрлері";S;;T;N
"URL to Signup Form:";"Белгілеу Пішініне URL:";S;merchant;T;N
"Note! Using HTML signup form instead of standard signup form is advisable only on special circumstances, this form does not use advanced checking that is implemented in normal signup form.";"Ескерту! HTML белгілеу пішінін стандартты белгілеу пішіні орнына қолдануға тек арнайы жағдайларда ғана кеңес беріледі, бұл пішін кәдімгі белгілеу пішінінде іске асырылатын кеңейтілген тексеруді қолданады.";S;merchant;T;N
"Signup Form HTML";"HTML Белгілеу Пішіндері";S;merchant;T;N
"Copy and paste the code below to your web page";"Төмендегі кодты көшіріңіз де, веб-бетіңізге төмендегі кодты қойыңыз";S;merchant;T;N
"Integration method";"Біріктіру әдісі";S;merchant;T;N
"To setup tracking of sales choose one of the integration methods below.";"Сату жолшығын белгілеу үшін төмендегі біріктіру әдісін таңдаңыз.";S;merchant;T;N
"Use secure connection";"Қауіпсіз байланысты қолдану";S;merchant;T;N
"Integration steps";"Біріктіру адымдары";S;merchant;T;N
"Logo and program name";"Мекеме ені және бағдарлама аты";S;merchant;T;N
"You can change the logo and name of the program. The logo appears in Affiliate panel and in Signup Form.";"Сіз мекеме ені мен бағдарлама атын өзгерте аласыз. Мекеме аты Қосу тақтасында және Белгілеу пішінінде пайда болады.";S;merchant;T;N
"Payee info";"Алушы мәліметі";B;merchant;T;N
"The template of your Signup Form defines the form, sections and fields.";"Сіздің Белгілеу пішініңіздің үлгісі пішінді, бөлімді және жолақтарды анықтайды.";S;merchant;T;N
"Source message has to be exactly same as you have text e.g. in your mail";"Хабарлама көзі дәл мәтіндегідей болуы керек мысалы, Сіздің поштаңыз";S;;T;N
"Geo Location";"Geo орналасуы";S;;T;N
"Copy & Paste the text above to your email editor";"Жоғарыдағы мәтінді көшіріп алып, электрондық пошта өңдегішіңізге қойыңыз";C;affiliate;T;N
"Show TEXT version";"МӘТІН болжамасын көрсету";C;affiliate;T;N
"Checking for new version...";"Жаңа болжаманы тексеру...";C;merchant;T;N
"You are running latest version.";"Сіз ең соңғы болжамамен жұмыс істеудесіз.";C;merchant;T;N
"Latest version %s is available for download.";"Latest version %s is available for download.";C;merchant;N;N
"Branding text";"Branding text";C;;N;N
"Send signup confirmation email";"Send signup confirmation email";C;merchant;N;N
"Send new password request email";"Send new password request email";C;merchant;N;N
