source;translation;type;module;status;customer
"Please install MySQL version %s or higher. Your current version is %s. More info http://myqsl.net/";"Installeer MySQL versie %s of hoger. Uw huidige versie is %s. Meer informatie kunt u vinden op http://myqsl.net/";S;;T;N
"Please check system requirements and try again";"Controleer de systeemvereisten en probeer het opnieuw";S;;T;N
"Welcome";"Welkom";S;;T;N
"Error, you cannot deactivate Default campaign";"Fout, u kunt de standaard campagne niet kunt uitschakelen";S;merchant;T;N
"You have to specify status of campaign (rstatus field)";"U moet de status van de campagne aangeven (rstatus field)";S;merchant;T;N
"Campaigns";"Campagnes";B;;T;N
"Overview";"Overzicht";B;;T;N
"Campaigns Manager";"Campagnes beheer";S;merchant;T;N
"Banners";"Banners";B;merchant;T;N
"Banners Manager";"Banner beheer";B;merchant;T;N
"Affiliates";"Partner";B;merchant;T;N
"Affiliates Manager";"Partner beheer";S;merchant;T;N
"DirectLinks Urls";"DirectLinks URL's";S;merchant;T;N
"Transactions";"Transacties";S;merchant;T;N
"Raw clicks list";"RAW klik lijst";B;merchant;T;N
"Commissions";"Provisies";B;;T;N
"Reports";"Raporten";B;;T;N
"Trends report";"Trend raport";B;;T;N
"Payouts history";"Uitbetaalgeschiedenis";B;;T;N
"Payouts by affiliate";"Uitbetalingen per partner";B;merchant;T;N
"Payouts";"Uitbetalingen";B;merchant;T;N
"Pay affiliates";"Te betalen partners";B;merchant;T;N
"Communication";"Communicatie";B;;T;N
"Send message";"Stuur bericht";S;merchant;T;N
"Configuration";"Configuratie";B;merchant;T;N
"Tracking settings";"Tracking-instellingen";B;merchant;T;N
"Affiliate panel";"Partner panel";C;merchant;T;N
"Tools";"Gereedschap";B;;T;N
"Integration";"Integratie";B;merchant;T;N
"Import / Export";"Importeren / Exporteren";B;merchant;T;N
"Event logs";"Gebeurtenislogboeken";B;merchant;T;N
"Online users";"Online gebruikers";B;;T;N
"Database status";"Database status";B;;T;N
"User cannot be found";"Gebruiker niet gevonden";S;affiliate;T;N
"Email was successfully sent to merchant";"Email is succesvol verstuurd aan handelaar";S;affiliate;T;N
"Email notifications saved";"Email bericht opgeslagen";S;;T;N
"Banner";"Banner";B;;T;N
"none active";"Niet aktief";S;;T;N
"per click";"per klik";B;;T;N
"per sale";"per verkoop";B;;T;N
"ID";"ID";B;;T;N
"Name";"Naam";B;;T;N
"Description";"Beschrijving";B;;T;N
"Status";"Status";B;;T;N
"Date created";"Datum aangemaakt";S;;T;N
"Actions";"Acties";B;;T;N
"Channel";"Kanaal";B;;T;N
"Failed to save %s field(s). Data with value '";"Fout, %s veld (en) niet opgeslagen. Gegevens met waarde '";S;affiliate;T;N
"Failed to save %s field(s)";"Fout, %s veld (en) niet opgeslagen";S;;T;N
"%s field(s) successfully saved";"% s veld (en) met succes opgeslagen";S;;T;N
"User";"Gebruiker";S;;T;N
"Channel name";"Kanaalnaam";S;affiliate;T;N
"Pattern didn't matched the URL, check your pattern";"Patroon komt niet overeen met de URL, controleer het patroon";S;affiliate;T;N
"Pattern matched the URL";"Patroon komt overeen met de URL";S;affiliate;T;N
"Login";"Inloggen";B;;T;N
"First name";"Voornaam";B;;T;N
"Last name";"Achternaam";B;;T;N
"Referral ID";"Verwijzings ID";B;;T;N
"I agree with terms & conditions";"Ik ga akkoord met de algemene voorwaarden";B;;T;N
"Cannot find invoice";"Kan faktuur niet vinden";S;;T;N
"Affiliate";"Partner";B;;T;N
"Date of registration";"Datum van registratie";S;affiliate;T;N
"% in total sales";"% van de totale verkoop";S;affiliate;T;N
"% of total sales";"% van de totale verkoop";S;affiliate;T;N
"% of total commissions";"% van de totale provisie";S;affiliate;T;N
"Commission";"Provisie";B;;T;N
"Total cost";"Totale kosten";B;;T;N
"Order ID";"Order-id";B;;T;N
"Product ID";"Produkt ID";B;;T;N
"Created";"Aangemaakt";B;;T;N
"Campaign Name";"Campagnenaam";B;;T;N
"Type";"Type";B;;T;N
"Affiliate username";"Partner gebruikersnaam";S;;T;N
"Paid";"Betaald";B;;T;N
"Ip";"IP";S;;T;N
"Referer";"Referentie";B;;T;N
"Recurring commison id";"Periodieke provisie ID";S;;T;N
"Payout history id";"Uitbetaalgeschiedenis ID";S;;T;N
"Click count";"Aantal klikken";S;;T;N
"First click time";"Eerste klik op tijd";S;;T;N
"First click referer";"Eerste klik referentie";S;;T;N
"First click ip";"Eerste klik IP";S;;T;N
"First click data 1";"Eerste klik gegevens 1";S;;T;N
"First click data 2";"Eerste klik gegevens 2";S;;T;N
"Last click time";"Laatste klik op tijd";S;;T;N
"Last click referer";"Laatste klik referentie";S;;T;N
"Last click ip";"Laatste klik IP";S;;T;N
"Last click data 1";"Laatste klik gegevens 1";S;;T;N
"Last click data 2";"Laatste klik gegevens 2";S;;T;N
"Extra data 1";"Extra gegevens 1";B;;T;N
"Extra data 2";"Extra gegevens 2";B;;T;N
"Extra data 3";"Extra gegevens 3";S;;T;N
"Extra data 4";"Extra gegevens 4";S;;T;N
"Extra data 5";"Extra gegevens 5";S;;T;N
"Merchant note";"Zakenpartner notitie";B;;T;N
"Banner name";"Banner naam";S;merchant;T;N
"Banner preview";"Banner voorvertoon";S;merchant;T;N
"Campaign";"Campagne";B;;T;N
"Target URL";"Doel URL";B;;T;N
"Banner type";"Banner type";S;;T;N
"Html data is not defined";"Html gegevens zijn niet gedefinieerd";S;;T;N
"File name is not defined";"Bestandsnaam is niet gedefinieerd";S;;T;N
"unknown";"onbekend";B;;T;N
"approved";"goedgekeurd";B;;T;N
"pending";"in behandeling";B;;T;N
"User Id";"Gebruiker-id";S;;T;N
"Payment date";"Betaaldatum";S;;T;N
"Username";"Gebruikersnaam";B;;T;N
"Amount";"Bedrag";B;;T;N
"Note to affiliate";"Notitie voor partner";S;;T;N
"Original currency ID";"Originele valuta ID";S;;T;N
"Original currency rate";"Originele valutakoers";S;;T;N
"Original currency value";"Originele valutawaarde";S;;T;N
"System note";"Systeem notitie";B;;T;N
"Country code";"Landcode";S;;T;N
"Affiliate first name";"Partner voornaam";S;;T;N
"Affiliate last name";"Partner achternaam";S;;T;N
"3rd party cookie";"3de party cookie";B;;T;N
"1st party cookie";"1ste party cookie";B;;T;N
"Flash cookie";"Flash cookie";B;;T;N
"Forced parameter";"Benodigde parameter";B;;T;N
"IP address";"IP-adres";B;;T;N
"Default affiliate";"Standaard partner";B;;T;N
"Url";"URL";B;;T;N
"Note";"Notitie";B;;T;N
"Status does not have allowed value";"Status heeft geen toegestane waarde";S;;T;N
"Selected username already exists";"Gekozen gebruikersnaam bestaat al";S;;T;N
"Failed to change status for %s user(s)";"Fout bij wijzigen status voor %s gebruiker (s)";S;;T;N
"Status successfully changed for %s user(s)";"Status succesvol gewijzigd voor% s gebruiker (s)";S;;T;N
"Password";"Wachtwoord";B;;T;N
"Title must be unique";"Titel moet uniek zijn";S;affiliate;T;N
"Selected parent affiliate does not exist";"Geselecteerde ouder partner bestaat niet";S;;T;N
"Failed loading file %s with error: %s";"Fout bij het laden van bestand %s met fout: %s";S;;T;N
"Merchant - New User Signup";"Zakenpartner - Nieuwe gebruiker aanmelding";B;merchant;T;N
"New user signed up";"Nieuwe gebruiker aangemeld";B;merchant;T;N
"Email subject";"Email onderwerp";S;merchant;T;N
"Email text";"Email tekst";S;merchant;T;N
"Merchant - Affiliate filled Contact us form";"Handelaar - Partner heeft contactformulier ingevuld";B;merchant;T;N
"Affiliate filled Contact us form";"Partner heeft contactformulier ingevuld";B;merchant;T;N
"Merchant - New Sale / Lead";"Handelaar - Nieuwe Verkoop / Lead";B;merchant;T;N
"New sale / lead";"Nieuwe verkoop / lead";B;;T;N
"Affiliate - New User Signup Approved";"Partner - Nieuwe gebruiker goedgekeurd";B;;T;N
", welcome to our affiliate program";", welkom bij ons partnerprogramma";B;;T;N
"Affiliate - New User Signup Before Approval";"Partner - Nieuwe gebruiker wacht op goedkeuring";B;;T;N
"Paid amount";"Betaald bedrag";S;;T;N
"Paid currency";"Betaald valuta";S;;T;N
"Payout method";"Uitbetaling methode";B;;T;N
"Affiliate - On payout";"Partner - uitbetalen";B;;T;N
"Your commissions";"Uw provisie";B;;T;N
"Affiliate - New Subaffiliate Sale / Lead";"Partner - Nieuwe Sub-partner verkoop / Lead";B;affiliate;T;N
"New subaffiliate sale / lead";"Nieuwe sub-partner verkoop / lead";B;affiliate;T;N
"Affiliate - New Subaffiliate signup";"Partner - Nieuwe Sub-partner aanmelding";B;affiliate;T;N
"New subaffiliate signed up";"Nieuwe sub-partner aangemeld";B;affiliate;T;N
"VAT percentage";"BTW-percentage";B;;T;N
"VAT number";"BTW-nummer";B;;T;N
"Registration number";"Inschrijfnummer";B;;T;N
"VAT part";"BTW-deel";B;;T;N
"Payment incl. VAT";"Betaling incl. BTW";B;;T;N
"Payment excl. VAT";"Betaling excl.. BTW";B;;T;N
"Affiliate - On VAT payout";"Partner - met BTW uitbetalen";B;;T;N
"Transaction ID";"Transactie ID";B;;T;N
"TotalCost";"Totaalkosten";S;;T;N
"Campaign ID";"Campagne-ID";S;;T;N
"Referer URL";"Referentie URL";S;;T;N
"First click - time";"Eerste klik - tijd";S;;T;N
"First click - referer";"Eerste klik - referentie";S;;T;N
"First click - IP";"Eerste klik - IP";S;;T;N
"First click - data1";"Eerste klik - data1";S;;T;N
"First click - data2";"Eerste klik - data2";S;;T;N
"Last click - time";"Laatste klik - tijd";S;;T;N
"Last click - referer";"Laatste klik - referentie";S;;T;N
"Last click - IP";"Laatste klik - IP";S;;T;N
"Last click - data1";"Laatste klik - data1";S;;T;N
"Last click - data2";"Laatste klik - data2";S;;T;N
"Transaction data1";"Transactie data1";S;;T;N
"Transaction data2";"Transactie data2";S;;T;N
"Transaction data3";"Transactie data3";S;;T;N
"Transaction data4";"Transactie data4";S;;T;N
"Transaction data5";"Transactie data5";S;;T;N
"Note to merchant";"Notitie voor de zakenpartner";S;;T;N
"Original currency";"Oorspronkelijke valuta";S;;T;N
"Banner does not exist";"Banner bestaat niet";S;merchant;T;N
"Server error: Unknown type given for BannerForm._save()";"Server error: Onbekend type voor BannerForm._save ()";S;merchant;T;N
"Banner was saved";"Banner is opgeslagen";S;merchant;T;N
"Imps";"Imps";S;merchant;T;N
"Clicks";"Klikken";B;;T;N
"CTR";"CTR";S;;T;N
"Order";"Order";B;merchant;T;N
"BannersImportExportDescription";"Banner import / export beschrijving";B;merchant;T;N
"Campaign does not exist";"Campagne bestaat niet";S;merchant;T;N
"Campaign capping saved";"Campagne instelling opgeslagen";S;merchant;T;N
"Number of transactions in 'Active until' campaign validity has to be set";"Aantal transacties in campagne 'Actief totdat' moet geldigheid ingesteld worden";S;merchant;T;N
"There are missing From and To dates for 'Active in date range' campaign validity";"Er ontbreken van / tot in campagne 'Actief in datum bereik' geldigheid";S;merchant;T;N
"Commission successfully computed";"Provisie succesvol berekend";S;merchant;T;N
"User is not valid!";"Gebruiker is niet geldig!";S;merchant;T;N
"Campaign is not valid!";"Campagne is niet geldig!";S;merchant;T;N
"Transaction type is not valid or doesn't exist in this campaign!";"Transactie is niet geldig of bestaat niet in deze campagne!";S;merchant;T;N
"Cannot recognize commission group for this user in campaign!";"Kan de provisie voor deze gebruiker in deze campagne niet herkennen!";S;merchant;T;N
"Error getting commission settings!";"Fout bij het ophalen van de provisie instellingen!";S;merchant;T;N
"Error, for percentage commissions you have to define Total cost!";"Fout bij het procentuele definiëren van de provisies op de totaalkosten!";S;merchant;T;N
"You cannot deactivate default campaign";"U kunt standaard campagne niet uitschakelen";S;merchant;T;N
"You cannot delete default campaign";"U kunt standaard campagne niet verwijderen";S;merchant;T;N
"Default";"Standaard";B;;T;N
"per sale / lead";"per verkoop / lead";B;;T;N
"CampaignsImportExportDescription";"Campagne import / export beschrijving";B;merchant;T;N
"loadCommissionGroups: campaignId is empty";"Laden provisiegroep: campagne ID is leeg";S;merchant;T;N
"Campaign ID cannot be empty!";"Campagne-ID mag niet leeg zijn!";S;merchant;T;N
"CommissionTypeId (Id) cannot be empty!";"Provisie type (ID) mag niet leeg zijn!";S;merchant;T;N
"CommissionGroupId cannot be empty!";"Provisiegroep ID mag niet leeg zijn!";S;merchant;T;N
"Commission type does not exist";"Provisie bestaat niet";S;merchant;T;N
"Commissions saved successfully";"Provisie succesvol opgeslagen";S;merchant;T;N
"Field 'type' does not exist";"Veld ""type"" bestaat niet";S;merchant;T;N
"Failed to change status";"Fout bij status wijziging";S;merchant;T;N
"Status successfully changed";"Status succesvol gewijzigd";S;merchant;T;N
"CommissionsImportExportDescription";"Provisie import / export beschrijving";B;merchant;T;N
"Affiliate screen";"Partner scherm";S;merchant;T;N
"Affiliate panel menu saved";"Partner panel menu opgeslagen";S;merchant;T;N
"Error changing default theme";"Fout bij het wijzigen van standaard thema";S;merchant;T;N
"Default theme changed";"Standaard thema gewijzigd";S;merchant;T;N
"Program name and logo saved";"Programma naam en het logo opgeslagen";S;merchant;T;N
"Affiliate signup settings saved";"Partner aanmelding instellingen opgeslagen";S;merchant;T;N
"Banner format successfully saved";"Banner formaat opgeslagen";S;merchant;T;N
"Cookies settings saved";"Cookies instellingen opgeslagen";S;merchant;T;N
"Symbol";"Symbool";B;;T;N
"Precision";"Nauwkeurigheid";B;;T;N
"Where to display";"Waar tonen";B;;T;N
"Exchange rate";"Wisselkoers";S;;T;N
"NEW";"NIEUW";B;;T;N
"Currency";"Valuta";B;;T;N
"Fraud protections saved";"Fraude bescherming opgeslagen";S;merchant;T;N
"Logging saved";"Logboekregistratie opgeslagen";S;merchant;T;N
"Parameter names saved";"Parameter naam opgeslagen";S;merchant;T;N
"Tracking saved";"Tracking opgeslagen";S;merchant;T;N
"URLs & Directories saved";"URL's & Mappen opgeslagen";S;merchant;T;N
"Affiliates successfully paid";"Partner succesvol betaald";S;merchant;T;N
"Email";"Emailadres";B;;T;N
"VAT";"BTW";S;merchant;T;N
"To pay";"Te betalen";S;merchant;T;N
"Declined";"Afgewezen";B;;T;N
"Minimum payout";"Minimale uitbetaling";S;merchant;T;N
"Payout data";"Uitbetaalgegevens";B;merchant;T;N
"N/A";"N/A";S;merchant;T;N
"New payout option";"Nieuwe betaallimiet optie";S;merchant;T;N
"New payout option %s";"Nieuwe betaallimiet optie %s";S;merchant;T;N
"Payout option";"Uitbetaaloptie";S;merchant;T;N
"Payout history";"Uitbetaalgeschiedenis";S;merchant;T;N
"Date paid";"Datum betaald";S;merchant;T;N
"Payees";"Ontvanger";S;merchant;T;N
"Total amount";"Totaalbedrag";S;merchant;T;N
"Affiliate note";"Partner notitie";B;merchant;T;N
"payee";"Ontvanger";S;merchant;T;N
"Date";"Datum";B;;T;N
"Data 1";"Data 1";B;merchant;T;N
"Data 2";"Data 2";B;merchant;T;N
"Clicks raw";"Klikken raw";S;;T;N
"Clicks unique";"Unieke klikken";S;;T;N
"Raw clicks older than %s are deleted";"Raw klikken ouder dan %s worden verwijderd";S;merchant;T;N
"Failed to delete raw clicks";"Fout bij het verwijderen raw klikken";S;merchant;T;N
"Impressions raw";"Impressies raw";S;;T;N
"Impressions unique";"Impressies unieke";S;;T;N
"Sales count";"Verkoopteller";S;;T;N
"Table name";"Tabelnaam";S;merchant;T;N
"Records";"Records";S;merchant;T;N
"Total size";"Totale grootte";S;merchant;T;N
"Data size";"Data formaat";S;merchant;T;N
"Index size";"Grootte van de index";S;merchant;T;N
"Transaction";"Transactie";B;;T;N
"Payout status";"Uitbetaalstatus";B;merchant;T;N
"Data 3";"Data 3";B;merchant;T;N
"Data 4";"Data 4";B;merchant;T;N
"Data 5";"Data 5";B;merchant;T;N
"Tracked by";"Tracked door";B;merchant;T;N
"Time";"Tijd";B;;T;N
"Click data 1";"Klik data 1";B;merchant;T;N
"Click data 2";"Klik data 2";B;merchant;T;N
"unpaid";"onbetaald";B;;T;N
"Username must be valid email address";"Gebruikersnaam moet geldig emailadres zijn";S;;T;N
"You have to agree with terms & conditions";"U moet akkoord gaan met de algemene voorwaarden";B;;T;N
"is mandatory";"is verplicht";B;;T;N
"Payout settings saved";"Uitbetaalinstellingen opgeslagen";S;merchant;T;N
"Affiliate details";"Partner gegevens";B;merchant;T;N
"Date joined";"Datum aanmelding";B;;T;N
"Date approved";"Datum goedgekeurd";B;merchant;T;N
"Parent";"Ouder";S;merchant;T;N
"Firstname";"Voornaam";B;;T;N
"Lastname";"Achternaam";B;;T;N
"Parent ID";"Ouder ID";S;merchant;T;N
"Parent username";"Ouder gebruikersnaam";S;merchant;T;N
"Parent first name";"Ouder voornaam";S;merchant;T;N
"Parent last name";"Ouder achternaam";S;merchant;T;N
"AffiliatesImportExportDescription";"Partner import / export beschrijving";B;merchant;T;N
"Status successfully set to selected url(s)";"Status succesvol ingesteld op geselecteerde URL(s)";S;merchant;T;N
"Failed to set status selected url(s)";"Fout om de status van geselecteerde URL (s) in te stellen";S;merchant;T;N
"Commission group";"Provisiegroep";B;;T;N
"Commision group";"Provisiegroep";S;merchant;T;N
"Selected commission group(s) are changed";"Geselecteerde provisiegroep(en) zijn gewijzigd";S;merchant;T;N
"Changes saved";"Wijzigingen opgeslagen";S;;T;N
"Application Name";"Post Affiliate  Pro";S;;T;N
"New password URL";"Nieuw wachtwoord URL";S;;T;N
"Request valid until";"Verzoek geldig tot";S;;T;N
"Request new password";"Een nieuw wachtwoord aanvragen";B;;T;N
"Wrong username/password";"Verkeerde gebruikersnaam / wachtwoord";S;;T;N
"Select account";"Account selecteren";B;;T;N
"Authentication failed";"Verificatie mislukt";S;;T;N
"User authenticated. Logging in.";"Gebruiker geverifieerd. Inloggen";S;;T;N
"You entered invalid security code";"U heeft een ongeldig beveiligingscode ingegeven";S;;T;N
"You entered invalid username";"U heeft een ongeldig gebruikersnaam ingegeven";S;;T;N
"Within a few minutes you will receive instruction on how to reset you password.";"U ontvangt binnen enkele minuten een mail met instructies hoe u uw wachtwoord opnieuw insteld.";S;;T;N
"Your password was changed. Go back to login dialog and login.";"Uw wachtwoord is gewijzigd. Ga terug naar de aanmeldschern en login.";S;;T;N
"Logout error";"Afmelden fout";S;;T;N
"Logout successful";"Afmelden geslaagd";S;;T;N
"Invalid password request. You have to request again new password before trying to set password.";"Ongeldig wachtwoord verzoek. U moet opnieuw wachtwoord aanvragen voordat u het opnieuw probeerd.";S;;T;N
"User account not approved yet";"Bebruikersaccount nog niet goedgekeurd";S;;T;N
"File to export is not defined";"Bestand voor export is niet gedefinieerd";S;;T;N
"Unsupported";"Niet ondersteund";S;;T;N
"Import file is not defined";"Importbestand is niet gedefinieerd";S;;T;N
"Export data";"Exporteren van gegevens";B;;T;N
"Data was successfully exported to file %s";"De gegevens zijn met succes geëxporteerd naar bestand %s";S;;T;N
"File name";"Bestandsnaam";B;;T;N
"Modules";"Module";S;;T;N
"Size";"Grootte";S;;T;N
"Could not create account. (%s)";"Kan account niet aanmaken. (%s)";S;;T;N
"Directory %s is not writable by web server user. Please remove it or set write permissions.";"Map %s is niet schrijfbaar voor de webserver gebruiker. Verwijder deze of geef schrijf permissies.";S;;T;N
"Failed to delete %s filter(s)";"Fout bij verwijderen %s filter(s)";S;;T;N
"%s filter(s) successfully deleted";"%s filter(s) zijn verwijderd";S;;T;N
"Failed to load default mail account. Please check your mail account settings.";"Fout bij het laden standaard mailaccount. Controleer uw email account instellingen.";S;;T;N
"View name must be unique";"Te tonen naam moet uniek zijn";S;;T;N
"Maximum length of %s in %s is %s";"Maximale lengte van %s in %s is %s";S;;T;N
"Relation constraint";"Relatie beperking";S;;T;N
"must be unique";"moet uniek zijn";S;;T;N
"Error changing theme";"Fout bij het wijzigen van thema";S;;T;N
"Theme changed";"Thema gewijzigd";S;;T;N
"Failed to delete %s wallpaper(s)";"Fout bij verwijderen %s achtergrond";S;;T;N
"%s wallpaper(s) successfully deleted";"%s achtergrond is verwijderd";S;;T;N
"Failed to save wallpaper with error %s";"Fout bij opslaan achtergrond met foutcode %s";S;;T;N
"Wallpaper saved.";"Achtergrond opgeslagen.";S;;T;N
"Side bar saved";"Side bar opgeslagen";S;;T;N
"Windows saved";"Venster opgeslagen";S;;T;N
"Quick Launch saved";"Snelstart opgeslagen";S;;T;N
"File does not exist";"Bestand bestaat niet";S;;T;N
"File was successfully uploaded";"Bestand is geüpload";S;;T;N
"Unsupported gadget";"Niet ondersteunde gadget";S;;T;N
"Gadget";"Gadget";S;;T;N
"Gadget added";"Gadget toegevoegd";S;;T;N
"Failed to close gadget";"Fout bij sluiten gadget";S;;T;N
"Gadget successfully closed";"Gadget succesvol gesloten";S;;T;N
"Docking";"Docking";S;;T;N
"Gadgets saved";"Gadgets opgeslagen";S;;T;N
"Create Account";"Account aanmaken";B;;T;N
"Account is already created.";"Account bestaat al.";S;;T;N
"Create Database";"DATABASE aanmaken";B;;T;N
"Could not create database. %s";"Kan geen database aanmaken %s";S;;T;N
"doesnt exist's";"bestaat niet";S;;T;N
"Internal error";"Interne fout";B;;T;N
"Error during database creation.";"Fout tijdens aanmaken database.";S;;T;N
"OK";"OK";B;;T;N
"Failed to read headers of CSF file %s";"Fout bij het lezen de headers in het CSF-bestand %s";S;;T;N
"Could not change permissions %s";"Kan rechten niet wijzigen van %s";S;;T;N
"Could not open file";"Kan bestand niet openen";S;;T;N
"Could not read file";"Kan bestand niet lezen";S;;T;N
"Rewind unsupported in this file stream";"Terugzetten niet ondersteund in dit bestand";S;;T;N
"File %s does not exist.";"Bestand %s bestaat niet.";S;;T;N
"Failed to read file %s";"Fout bij lezen bestand %s";S;;T;N
"Could not create directory %s";"Kan map niet aanmaken %s";S;;T;N
"Could not open language file %s";"Kan taalbestand niet openen %s";S;;T;N
"Level";"Niveau";S;;T;N
"Message";"Bericht";B;;T;N
"File";"Bestand";S;;T;N
"Line";"Lijn";B;;T;N
"Group ID";"Groep-ID";S;;T;N
"Log event";"Lokboek";S;;T;N
"Event(s) are deleted";"Logboek(en) zijn verwijderd";S;;T;N
"No event(s) to delete";"Geen logboek(en) om te verwijderen";S;;T;N
"Debug event(s) are deleted";"Debug logboek(en) zijn verwijderd";S;;T;N
"No debug event(s) to delete";"Geen debug logboek(en) om te verwijderen";S;;T;N
"Mail Account Name";"Mail account naam";S;;T;N
"From Name";"Afzender";B;;T;N
"From Email";"Emailadres afzender";S;;T;N
"Use SMTP protocol";"Gebruik SMTP-protocol";S;;T;N
"SMTP Server";"SMTP Server";B;;T;N
"SMTP Port";"SMTP-poort";B;;T;N
"SMTP Authentication";"SMTP identificatie";S;;T;N
"Use SSL connection";"Gebruikt SSL verbinding";S;;T;N
"SMTP Username";"SMTP-gebruikersnaam";S;;T;N
"Is default mail account";"Is standaard mail account";S;;T;N
"Yes";"Ja";B;;T;N
"No";"Nee";B;;T;N
"Email account test mail";"Email account test mail";B;;T;N
"Default Mail Account";"Standaard mail account";S;;T;N
"Email settings saved";"Email instellingen opgeslagen";S;;T;N
"Test mail scheduled, check outbox if it was sent.";"Test mail gepland, controleer outbox of het verzonden is.";S;;T;N
"Failed to restart %s row(s)";"Fout bij opnieuw starten van %s rij(en)";S;;T;N
"%s row(s) successfully restarted";"%s rij(en) succesvol opnieuw gestart";S;;T;N
"To recipients";"Aan ontvangers";S;;T;N
"Mail subject";"Mail onderwerp";S;;T;N
"Scheduled at";"Gepland op";S;;T;N
"Last retry";"Laatste poging";S;;T;N
"Retry number";"Herhaalnummer";S;;T;N
"Error message";"Foutbericht";S;;T;N
"Account name";"Accountnaam";B;;T;N
"Server Date";"Server datum";S;;T;N
"Server Time";"Server tijd";S;;T;N
"Mail template not defined in database for class %s";"Mail sjabloon niet gedefinieerd in de database voor klasse %s";S;;T;N
"Recipients empty";"Ontvangers leeg";S;;T;N
"Body of mail not specified";"Tekshoofd van de mail niet gespecificeerd";S;;T;N
"From address is empty";"Afzendadres is leeg";S;;T;N
"Failed to init mail headers";"Fout bij mail headers";S;;T;N
"Email transfer method error";"Emailadres overdrachtsmethode fout";S;;T;N
"Application Title";"Post Affiliate  Pro";S;;T;N
"Failed to save settings with error %s";"Fout bij opslaan instellingen met foutcode %s";S;;T;N
"Proxy server settings saved.";"Proxyserverinstellingen opgeslagen.";S;;T;N
"Failed to load proxy server settings.";"Fout bij laden proxyserverinstellingen.";S;;T;N
"Pdf saved";"Pdf opgeslagen";S;;T;N
"Path to save file '%s' not exist";"Map op te slaan bestand '%s' bestaat niet";S;;T;N
"Path to save file %s is null";"Map op te slaan bestand %s is ongeldig";S;;T;N
"Unable to create file %s%s.pdf";"Kan bestand %s%s.pdf niet aanmaken";S;;T;N
"Pdf output: %s";"Pdf-uitgave: %s";S;;T;N
"Role";"Regels";B;;T;N
"Logged in";"Aangemeld";S;;T;N
"Last Request";"Laaste verzoek";S;;T;N
"entries";"vermeldingen";S;;T;N
"SettingsImportExportDescription";"Alle systeeminstellingen";B;;T;N
"Undefined table name";"Geen tabelnaam";S;;T;N
"Undefined $option";"Geen $option";S;;T;N
"Table alias must by defined";"Tabel alias moet gedefineerd worden";S;;T;N
"equals";"gelijk";S;;T;N
"not equals";"niet gelijk";S;;T;N
"is like";"is als";S;;T;N
"is not like";"is niet hetzelfde als";S;;T;N
"is greater";"is groter";S;;T;N
"is lower";"is kleiner";S;;T;N
"is greater or equal";"is groter of gelijk";S;;T;N
"is lower or equal";"is kleiner of gelijk";S;;T;N
"is";"is";S;;T;N
"is in";"is in";S;;T;N
"Template";"Sjabloon";S;;T;N
"Unable to save template '%s'";"Kan sjabloon '%s' niet opslaan";S;;T;N
