source;translation;type;module;status;customer
"Data 4";"adatok 4";B;merchant;T;N
"Data 5";"adatok 5";B;merchant;T;N
"Tracked by";"… által track-elve";B;merchant;T;N
"Time";"idő";B;;T;N
"Click data 1";"Klikkelési adatok 1";B;merchant;T;N
"Click data 2";"Klikkelési adatok 2";B;merchant;T;N
"paid";"fizetve";B;;T;N
"unpaid";"kifizetetlen";B;;T;N
"Username must be valid email address";"A felhasználónévnek érvényes e-mail címnek kell lennie";S;;T;N
"You have to agree with terms & conditions";"el kell fogadnia a szerződési feltételeket";B;;T;N
"is mandatory";"kötelező";B;;T;N
"Payout settings saved";"a kifizetési beállítások elmentve";S;merchant;T;N
"Affiliate details";"partner adatok";B;merchant;T;N
"Date joined";"csatlakozási dátum";B;;T;N
"Date approved";"dátum elfogadva";B;merchant;T;N
"Parent";"Főpartner";S;merchant;T;N
"Firstname";"Keresztnév";B;;T;N
"Lastname";"Vezetéknév";B;;T;N
"Parent ID";"Főpartner ID";S;merchant;T;N
"Parent username";"Főpartner felhasználóneve";S;merchant;T;N
"Parent first name";"Főpartner keresztneve";S;merchant;T;N
"Parent last name";"Főpartner vezetékneve";S;merchant;T;N
"AffiliatesImportExportDescription";"Partner adatok - az új partnerek rendszerbe töltéséhez használható fel";B;merchant;T;N
"Status successfully set to selected url(s)";"A státusz sikeresen beállítva a kiválasztott URL-hez";S;merchant;T;N
"Failed to set status selected url(s)";"a kiválasztott URL-hez a státuszt sikerült beállítani.";S;merchant;T;N
"Commission group";"jutalék csoport";S;;T;N
"Commision group";"jutalék csoport";S;merchant;T;N
"Selected commission group(s) are changed";"A kiválasztott jutalék csoport(ok) megváltoztatva";S;merchant;T;N
"Changes saved";"változtatások elmentve";S;;T;N
"Application Name";"Post Affiliate Pro";S;;N;N
"New password URL";"Új jelszó URL";S;;T;N
"Request valid until";"A kérés érvényes …-ig";S;;T;N
"Request new password";"új jelszó kérése";B;;T;N
"Wrong username/password";"hibás felhasználónév/jelszó";S;;T;N
"Select account";"Azonosító kiválasztása";B;;T;N
"Authentication failed";"Azonosítás sikertelen";S;;T;N
"User authenticated. Logging in.";"Felhasználó azonosítva. Bejelentkezés.";S;;T;N
"You entered invalid security code";"érvénytelen biztonsági kódot adott meg";S;;T;N
"You entered invalid username";"érvénytelen felhasználó nevet adott meg";S;;T;N
"Your password was changed. Go back to login dialog and login.";"Megváltozott a jelszava. Menjen vissza a bejelentkező ablakhoz és jelentkezzen be!";S;;T;N
"Logout error";"kijelentkezési hiba";S;;T;N
"Logout successful";"sikeres kijelentkezés";S;;T;N
"Invalid password request. You have to request again new password before trying to set password.";"Érvénytelen jelszó kérés. Újra kell kérnie az új jelszót, mielőtt megpróbálja beállítani a jelszavát.";S;;T;N
"User account not approved yet";"a felhasználó azonosítója még nem került jóváhagyásra";S;;T;N
"File to export is not defined";"Az exportálásra szánt file nincs megadva";S;;T;N
"Unsupported";"nem támogatott";S;;T;N
"Import file is not defined";"Az import file nem definiált";S;;T;N
"Export data";"Export adatok";B;;T;N
"Data was successfully exported to file %s";"Az adatok sikeresen exportálva a %s file-ba";S;;T;N
"File name";"File név";B;;T;N
"Modules";"Modulok";S;;T;N
"Size";"méret";S;;T;N
"Could not create account. (%s)";"Azonosító létrehozása sikertelen. (%s)";S;;T;N
"Directory %s is not writable by web server user. Please remove it or set write permissions.";"%s könyvtár a web szerver számára nem írható. Kérjük távolítsa el, vagy állítsa be az írás engedélyezését!";S;;T;N
"Failed to delete %s filter(s)";"%s szűrő(k) törlése sikertelen";S;;T;N
"%s filter(s) successfully deleted";"%s szűrők sikeresen törölve";S;;T;N
"Failed to load default mail account. Please check your mail account settings.";"Az alapértelmezett mail azonosítójának betöltése sikertelen. Kérjük ellenőrizze a mail azonosító beállításait!";S;;T;N
"View name must be unique";"A nézet nevének egyedinek kell lenni.";S;;T;N
"Maximum length of %s in %s is %s";"%s maximum hosszúsága %s-ben %s";S;;T;N
"Relation constraint";"Reláció megkötések";S;;T;N
"must be unique";"egyedinek kell lennie";S;;T;N
"Error changing theme";"Hiba a téma megváltoztatásánál";S;;T;N
"Theme changed";"Téma megváltoztatva";S;;T;N
"Failed to delete %s wallpaper(s)";"%s háttérkép(ek) törlése sikertelen";S;;T;N
"%s wallpaper(s) successfully deleted";"%s háttérképek sikeresen törölve";S;;T;N
"Failed to save wallpaper with error %s";"%s hibás háttérkép mentése nem sikerült";S;;T;N
"Wallpaper saved.";"Háttérkép elmentve";S;;T;N
"Side bar saved";"Sidebar elmentve";S;;T;N
"Windows saved";"ablakok elmentve";S;;T;N
"Quick Launch saved";"Gyorsindítás elmentve";S;;T;N
"File does not exist";"nem létező file";S;;T;N
"File was successfully uploaded";"A file sikeresen feltöltve";S;;T;N
"Unsupported gadget";"Nem támogatott gadget";S;;T;N
"Gadget";"Gadget";S;;N;N
"Gadget added";"Gadget hozzáadva";S;;T;N
"Failed to close gadget";"A gadget bezárása sikertelen";S;;T;N
"Gadget successfully closed";"A gadget sikeresen bezárva";S;;T;N
"Docking";"Dokkolás";S;;T;N
"Gadgets saved";"Gadget elmentve";S;;T;N
"Create Account";"Azonosító létrehozása";B;;T;N
"Account is already created.";"Azonosító létrehozása már megtörtént.";S;;T;N
"Create Database";"adatbázis létrehozása";B;;T;N
"Could not create database. %s";"Adatbázis létrehozása nem sikerült. %s";S;;T;N
"doesnt exist's";"nem létezik";S;;T;N
"Internal error";"belső hiba";S;;T;N
"Error during database creation.";"Hiba az adatbázis létrehozásakor.";S;;T;N
"OK";"OK";B;;N;N
"Failed to read headers of CSF file %s";"a CSF file %s fejléceit nem sikerült elolvasni";S;;T;N
"Could not change permissions %s";"%s engedélyeket nem sikerült megváltoztatni.";S;;T;N
"Could not open file";"A file-t nem sikerült megnyitni.";S;;T;N
"Could not read file";"A file-t nem sikerült beolvasni.";S;;T;N
"Rewind unsupported in this file stream";"Ezekben a file-okban a visszanézés nincs támogatva";S;;T;N
"File %s does not exist.";"%s file nem létezik";S;;T;N
"Failed to read file %s";"a %s file-ok beolvasása sikertelen";S;;T;N
"Could not create directory %s";"%s könyvtárat nem sikerült létrehozni.";S;;T;N
"Could not open language file %s";"%s nyelvi file-okat nem lehet megnyitni.";S;;T;N
"Level";"szint";S;;T;N
"Message";"üzenet";B;;T;N
"File";"File";S;;N;N
"Line";"vonal";B;;T;N
"Group ID";"Csoport azonosító";S;;T;N
"Log event";"naplózott esemény";S;;T;N
"Event(s) are deleted";"az esemény(ek) törölve";S;;T;N
"No event(s) to delete";"nincsen(ek) törlendő esemény(ek)";S;;T;N
"Debug event(s) are deleted";"Debug esemény(ek) törölve";S;;T;N
"No debug event(s) to delete";"Nincsen törlendő debug esemény";S;;T;N
"Mail Account Name";"Mail Azonosító Név";S;;T;N
"From Name";"Feladó neve";B;;T;N
"From Email";"feladó e-mail címe";S;;T;N
"Use SMTP protocol";"SMTP protokoll alkalmazása";S;;T;N
"SMTP Server";"SMTP Szerver";B;;T;N
"SMTP Port";"SMTP Port";B;;N;N
"SMTP Authentication";"SMTP Hitelesítés";S;;T;N
"Use SSL connection";"SSL kapcsolat alkalmazása";S;;T;N
"SMTP Username";"SMTP Felhasználónév";S;;T;N
"Is default mail account";"Alapértelmezett mail azonosító";S;;T;N
"Yes";"igen";B;;T;N
"No";"nem";B;;T;N
"Email account test mail";"E-mail azonosító ellenőrző levél";B;;T;N
"Default Mail Account";"Alapértelmezett mail azonosító";S;;T;N
"Email settings saved";"e-mail beállítások elmentve";S;;T;N
"Test mail scheduled, check outbox if it was sent.";"Test mail időzítve, ellenőrizze a kimenő leveleket, el lettek-e már küldve.";S;;T;N
"Mail outbox";"kimenő levelek";B;;T;N
"Failed to restart %s row(s)";"Nem sikerült újraindítani a %s sor(oka)t";S;;T;N
"%s row(s) successfully restarted";"%s sor(ok) sikeresen újraindítva";S;;T;N
"To recipients";"a címzetteknek";S;;T;N
"Mail subject";"A levél tárgya";S;;T;N
"Scheduled at";"Időzítve …-ra";S;;T;N
"Last retry";"utolsó újra próbálkozás";S;;T;N
"Retry number";"újra próbálkozás száma";S;;T;N
"Error message";"hibaüzenet";S;;T;N
"Account name";"Azonosító név";B;;T;N
"Server Date";"Szerver dátum";S;;T;N
"Server Time";"Szerver idő";S;;T;N
"Mail template not defined in database for class %s";"A mail sablon nem definiált az adatbázisban a %s osztály számára";S;;T;N
"Recipients empty";"Címzettek üres";S;;T;N
"Body of mail not specified";"A levél szövege nem meghatározott";S;;T;N
"From address is empty";"feladó címe üres";S;;T;N
"Failed to init mail headers";"A levél fejlécének inicializálása nem sikerült.";S;;T;N
"Email transfer method error";"E-mail továbbítási módszerének hibája";S;;T;N
